"Company Code Code","Employee ID","PERNER","Approval Status","Entry Date","WBS / SO Name","Cost Center Name","Labor Type Name","Job Activity Type","Task Name","Time Type","Attendance Type Code","Billable Indicator","Hours (Current)","Rate Type","Short Time Entry ID","Time Off Booking ID","Comments","WBS Type","Task Task Type","New Remaining Work","Customer 1","Customer 2","Customer 3","GSAP Billable Flag","Time Off Type Description","Master WBS (SO, WO)","Project Type","IWO Indicator","Parent WBS","Company Code Name","Task Name (Full Path)","Time Entry ID","Employee Type Name","Timesheet Period","Location Name","Login Name","User","IWO WBS Element","Work Order ID","Parent Service Order","CWF C1 alternate ID","Parent Project"
"C1","29090514","","Approved","24/05/2021","R-010124018.0001","C110299951","ANALYST|Billable","","R-010124018.0001","","","","1.20","Straight Time","84987","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010124018.0001","707b6c3f-554e-465d-b6e1-78b283f176c9","Agency Contractor","22/05/2021 - 28/05/2021","","29090514@sittest.com","AC 1102, Roe 29090514 29090514@sittest.com","","HPWO00091523","","99748565",""
"C1","29090514","","Approved","25/05/2021","4099920","C110299951","LEGACY BILLING|Billable","","4099920","","","","4.60","Straight Time","84988","","","C1 WBS","","","","","","","","SO","RV","","R-010020403.0050","1102","4099920","8c4caabf-05ca-4c28-9127-4014cea64704","Agency Contractor","22/05/2021 - 28/05/2021","","29090514@sittest.com","AC 1102, Roe 29090514 29090514@sittest.com","0041072668","HPWO00091523","","99748565",""
"C1","29090514","","Approved","26/05/2021","4099920","C110299951","LEGACY BILLING|Billable","","4099920","","","","4.60","Straight Time","84989","","","C1 WBS","","","","","","","","SO","RV","","R-010020403.0050","1102","4099920","69b2d2ad-76ce-48f1-addb-026b223b654f","Agency Contractor","22/05/2021 - 28/05/2021","","29090514@sittest.com","AC 1102, Roe 29090514 29090514@sittest.com","0041072668","HPWO00091523","","99748565",""
"C1","29090520","99748568","Approved","03/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","1.00","Overtime","7731","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","135715ba-656d-4d01-9b9b-5b3bf7f47209","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","03/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","2.00","Double Time","7725","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","a8d5a3ba-eb35-4950-a7bb-34f4b03efd1a","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","03/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","4.00","Straight Time","7718","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","4d717f05-650d-41ba-8a74-f743fc63090d","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","03/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","1.00","Double Time","7722","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","ad0aac7c-64cb-4d38-9474-25a4edb7116d","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","03/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","2.00","Straight Time","7728","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","24c5935f-0c5c-46ed-9d32-e7065f28e4ad","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","04/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","1.00","Overtime","7732","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","50545ca9-852b-4ff0-b44f-36ddf35d66ed","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","04/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","2.00","Double Time","7726","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","3f05d979-a934-4177-b6f9-3b845c7763d5","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","04/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","2.00","Straight Time","7719","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","53b9795f-19c4-4b25-a483-bd3c96279e58","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","04/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","1.00","Double Time","7723","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","45e55b32-00cc-452c-a18f-7787bdb05994","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","04/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","4.00","Straight Time","7729","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","195a8871-b4ff-4181-8b20-93dfab006f95","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","05/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","1.00","Overtime","7733","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","9b928653-2cdf-4f57-9734-2baec87419fc","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","05/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","2.00","Double Time","7727","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","a4c64534-4671-4440-a596-fe21aa11316a","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","05/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","2.00","Straight Time","7720","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","93b87a1d-1e5d-42b0-98b9-d268e85712c4","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","05/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","1.00","Double Time","7724","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","1ed89fff-6cb6-48eb-8a7f-fc1ee1cc4667","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","05/05/2021","X-092016545.0010","C110299951","","","X-092016545.0010","","","","2.00","Straight Time","7730","","","C1 WBS","","","","","","","","WBS","IC","","","1102","X-092016545.0010","35213f9b-dead-4d46-b4e8-24d53df8f2dd","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","32759668","HPWO00091400","","99748568",""
"C1","29090520","99748568","Approved","06/05/2021","E-092016549.0010","C110299951","NO BILL|Billable","","E-092016549.0010","","","","0.00","Straight Time","7721","","","C1 WBS","","","","","","","","WBS","ES","","","1102","E-092016549.0010","c48c1db8-0fb2-4abc-85f0-e20b9aa5f4fe","Agency Contractor","01/05/2021 - 07/05/2021","Alberta","29090520@sittest.com","AC 1102, Veena 29090520 29090520@sittest.com","IE1-DMO01.03.12","HPWO00091400","","99748568",""
"C1","29090632","","Approved","26/04/2021","R-010020408.0085","C110299951","C1PROGTCTSTDEV1ONS|Billable","","R-010020408.0085","","","","8.00","Straight Time","7210","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010020408.0085","8b028327-0e66-4d0f-af4a-03649e927794","Agency Contractor","24/04/2021 - 30/04/2021","","29090632@sittest.com","RetroactiveRateChange, SLII TEST 29090632 29090632@sittest.com","0000000000","HPWO00091426","","99748594",""
"C1","29090632","","Approved","27/04/2021","R-010020408.0085","C110299951","C1PROGTCTSTDEV1ONS|Billable","","R-010020408.0085","","","","8.00","Straight Time","7211","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010020408.0085","cc51fc49-30f3-4634-a430-78c467620b93","Agency Contractor","24/04/2021 - 30/04/2021","","29090632@sittest.com","RetroactiveRateChange, SLII TEST 29090632 29090632@sittest.com","0000000000","HPWO00091426","","99748594",""
"C1","29090632","","Approved","28/04/2021","R-010020408.0085","C110299951","C1PROGTCTSTDEV1ONS|Billable","","R-010020408.0085","","","","8.00","Straight Time","7212","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010020408.0085","8bef1541-563e-456e-85fd-6cb751bb689d","Agency Contractor","24/04/2021 - 30/04/2021","","29090632@sittest.com","RetroactiveRateChange, SLII TEST 29090632 29090632@sittest.com","0000000000","HPWO00091426","","99748594",""
"C1","29090632","","Approved","29/04/2021","R-010020408.0085","C110299951","C1PROGTCTSTDEV1ONS|Billable","","R-010020408.0085","","","","7.00","Straight Time","7213","","testing with Diego","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010020408.0085","07ae34ba-e50c-443d-a278-142713dec131","Agency Contractor","24/04/2021 - 30/04/2021","","29090632@sittest.com","RetroactiveRateChange, SLII TEST 29090632 29090632@sittest.com","0000000000","HPWO00091426","","99748594",""
"C1","29091056","","Approved","10/05/2021","4099920","C110299951","LEGACY BILLING|Billable","","4099920","","","","3.00","Straight Time","60463","","","C1 WBS","","","","","","","","SO","RV","","R-010020403.0050","1102","4099920","5dafcd2d-5982-43b5-bf86-3ecbba13a49a","Agency Contractor","08/05/2021 - 14/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0041072668","HPWO00091469","","99748604",""
"C1","29091056","","Approved","17/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","8.00","Straight Time","84541","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","9096d675-ada4-4b25-b232-acf5103f17e6","Agency Contractor","15/05/2021 - 21/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","18/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","8.00","Straight Time","84542","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","4fd668ce-577b-460c-a5f1-26f1bae2fc3a","Agency Contractor","15/05/2021 - 21/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","24/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","8.00","Straight Time","84543","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","6005174f-d11f-442a-b5c3-386669950be1","Agency Contractor","22/05/2021 - 28/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","25/05/2021","","C110299951","","","","","799","","5.00","","84544","","","","","","","","","","","","","","","1102","","78cf11b8-9eb0-43a3-ac12-c5dba87ddbee","Agency Contractor","22/05/2021 - 28/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","","HPWO00091469","","99748604",""
"C1","29091056","","Approved","28/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","8.00","Straight Time","84548","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","d6c3c5df-8f31-4ef6-8666-efce2949d1d4","Agency Contractor","22/05/2021 - 28/05/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","31/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","0.00","Straight Time","84549","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","ef944f24-ba44-4c41-85e0-3115ffd51e48","Agency Contractor","29/05/2021 - 04/06/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","31/05/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","4.30","Straight Time","84625","","Retest Warning Msg 7 days","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","2484d4b7-ac6e-4bd5-9797-f5bf6d6add40","Agency Contractor","29/05/2021 - 04/06/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091056","","Approved","01/06/2021","R-010110700.0300","C110299951","PROJMGR|Billable","","R-010110700.0300","","","","0.00","Straight Time","84550","","","C1 WBS","","","","","","","","WBS","RV","","","1102","R-010110700.0300","e9b76456-c5b2-4a83-b9a5-10775512abc4","Agency Contractor","29/05/2021 - 04/06/2021","","29091056@sittest.com","Skywalker, Anakin 29091056 29091056@sittest.com","0000000000","HPWO00091469","","99748604",""
"C1","29091063","","Approved","10/05/2021","4095583","C110299951","LEGACY BILLING|Billable","","4095583","","","","1.00","Double Time","59502","","","C1 WBS","","","","","","","","SO","RV","","R-010020413.0050","1102","4095583","8acc4ab4-f83a-4eb0-a6bf-33bf3aa5ce69","Agency Contractor","08/05/2021 - 14/05/2021","","29091063@sittest.com","Calrissian, Lando 29091063 29091063@sittest.com","0000000000","HPWO00091476","","99748611",""
"C1","29091063","","Approved","10/05/2021","4095583","C110299951","LEGACY BILLING|Billable","","4095583","","","","1.00","Overtime","59501","","","C1 WBS","","","","","","","","SO","RV","","R-010020413.0050","1102","4095583","d1e3505a-eab7-4e89-92ab-d9fa000f250f","Agency Contractor","08/05/2021 - 14/05/2021","","29091063@sittest.com","Calrissian, Lando 29091063 29091063@sittest.com","0000000000","HPWO00091476","","99748611",""
"C1","29091063","","Approved","10/05/2021","4095583","C110299951","LEGACY BILLING|Billable","","4095583","","","","9.00","Straight Time","59500","","","C1 WBS","","","","","","","","SO","RV","","R-010020413.0050","1102","4095583","39dad921-24ae-4b87-9f3c-1cdd7a21c23e","Agency Contractor","08/05/2021 - 14/05/2021","","29091063@sittest.com","Calrissian, Lando 29091063 29091063@sittest.com","0000000000","HPWO00091476","","99748611",""
"C1","29091746","","Approved","24/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Double Time","92156","","DT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","455125b7-1f69-47e1-8b9d-0590b09a183c","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","24/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.00","Straight Time","92453","","ST","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","707f1e51-8373-44d9-b5ce-4f56e170d752","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","25/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Double Time","92157","","DT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","4287112a-6ad8-46f8-a127-a7b9c7d6f8c0","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","25/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.00","Straight Time","92454","","ST","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","a1a71dfc-38f5-4c0c-ba1e-360c857b2100","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","26/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Double Time","92192","","","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","9abdcb51-6c6c-465e-8cbf-812105ebe877","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","26/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92161","","RT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","646f7db6-502d-49e9-b034-6b7dc16b802a","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","26/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92524","","","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","69c152bf-182a-43f8-98f4-f963207f05cd","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","26/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.35","Overtime","92455","","OT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","36c8b9d2-4d8d-40f0-b64f-efa19b8fcc78","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","26/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","2.00","Double Time","92617","","test","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","8701cb94-706f-4420-9680-c72a02b45514","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","27/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92162","","RT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","75deefd2-dab7-4f39-b74a-a2e41b04a7e4","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","27/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.35","Overtime","92456","","OT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","92c2c900-38d4-4d25-a5ea-0846b5af3ea3","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","28/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92163","","RT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","b8692edd-edb0-42b7-a7dc-47a6ee2accd4","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","28/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.35","Overtime","92457","","OT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","fd4a3a68-f6b7-49ad-9849-3ec2ae4b0a4b","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","29/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92164","","RT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","c302e038-2eb4-4864-af76-f1b97822c711","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","29/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","1.35","Overtime","92458","","OT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","0e008ca5-fbf3-45e7-80da-fd570d2d8d08","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
"C1","29091746","","Approved","30/07/2021","R-010113035.0004","C120099951","TESTER|Billable","","02JIRAGEN","","","","0.00","Straight Time","92166","","OT","C1 WBS","","","","","","","","WBS","RV","","","1200","02JIRAGEN","770176ae-e35f-4f6b-a9c0-f257e04ba80f","Agency Contractor","24/07/2021 - 30/07/2021","","29091746@sittest.com","Roe AC_A 1200, Termination 29091746 29091746@sittest.com","0000000000","HPWO00091586","","99748672",""
